Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
BO0223,"El proyecto consiste en la reconstrucción del embovedado del Río San Pedro en el sector comprendido entre la Esq. Boquerón y Nicolás Acosta y la Av.20 de Octubre y Otero de La Vega, a fin de contar con un conducto nuevo que permita escurrimientos en condiciones hidráulicas adecuadas y evitar los sifonamientos periódicos en el embovedado antiguo debido a condiciones hidráulicas deficientes. Se construyó un embovedado de 487 m y se reparó de forma integral el existente a lo largo de 1.702 m.","-16.5046,-68.1387",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO0223,"El  proyecto consiste en la canalización abierta del Río Huayñajahuira desde la calle 37 de Cota Cota hasta el puente Apaña, con solera móvil, colchones hidráulicos (disipadores de energía) y barreras transversales para el mantenimiento de la pendiente longitudinal. Todas las estructuras son de mampostería de piedra y sillares, en una longitud de 1.960 m, además de obras de control en el mismo río.","-16.5425,-68.051",Bolivia,4,La Paz,,,,,3924558,PPL,Exact Location
BO0223,"El  proyecto consiste en la canalización abierta del Río Huayñajahuira desde la calle 37 de Cota Cota hasta el puente Apaña, con solera móvil, colchones hidráulicos (disipadores de energía) y barreras transversales para el mantenimiento de la pendiente longitudinal. Todas las estructuras son de mampostería de piedra y sillares, en una longitud de 1.960 m., además de obras de control en 3 afluentes del mismo río.","-16.5449,-68.0534",Bolivia,4,La Paz,,,,,3924558,PPL,Exact Location
BO0223,"El proyecto consiste en la construcción de un embovedado de 1.215 m. de longitud, ubicado en la Avenida del Poeta de la ciudad de La Paz, entre la cancha Zapata y la Avenida Libertadores. Tiene una sección hidráulica rectangular de 4.50 m de ancho y 4.00 m de alto, y una cubierta de sección trapezoidal, la estructural principal es de hormigón armado, la base y las paredes laterales se encuentran revestidos con mampostería de piedra sillar.","-16.5048,-68.1255",Bolivia,4,La Paz,,,,,8051039,STDM,Exact Location
BO0223,"El proyecto consiste en la construcción de un embovedado de 1.215 m. de longitud, ubicado en la Avenida del Poeta de la ciudad de La Paz, entre la cancha Zapata y la Avenida Libertadores. Tiene una sección hidráulica rectangular de 4.50 m de ancho y 4.00 m de alto, y una cubierta de sección trapezoidal, la estructural principal es de hormigón armado, la base y las paredes laterales se encuentran revestidos con mampostería de piedra sillar.","-16.5068,-68.1239",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO0223,"El proyecto consiste en la construcción de un embovedado de 1.215 m. de longitud, ubicado en la Avenida del Poeta de la ciudad de La Paz, entre la cancha Zapata y la Avenida Libertadores. Tiene una sección hidráulica rectangular de 4.50 m de ancho y 4.00 m de alto, y una cubierta de sección trapezoidal, la estructural principal es de hormigón armado, la base y las paredes laterales se encuentran revestidos con mampostería de piedra sillar.","-16.5103,-68.1213",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO0223,"El diseño propone la reconstrucción del embovedado del río Gringojahuira en el tramo comprendido entre la Av. Castrillo hasta la confluencia con el Río Orkojahuira, la ejecución de un embovedado nuevo y medidas bioingenieriles para el control de erosión en las quebradas Unión Frontera y Gringojahuira, de tal forma que se mejoraran los aspectos hidráulicos, de control de erosión, vialidad y ambiental.","-16.5054,-68.1145",Bolivia,4,La Paz,,,,,8051039,STDM,Exact Location
BO0223,"El estudio para la cuenca del río Jancokollo plantea realizar la reconstrucción de bóvedas con hormigón armado en 4 etapas en los sectores de la calle Landaeta, en la confluencia con el rio Pajchani, debajo de la Plaza del Cóndor y aguas arriba de la Av. Buenos Aires.","-16.5106,-68.1375",Bolivia,4,La Paz,,,,,3909299,STM,Exact Location
BO0223,"El proyecto plantea una solución intensiva de prevención, como principal medida se contempla la construcción de muros transversales en serie en las subcuencas de la parte alta y un muro de retención de sedimentos y plazoleta de sedimentación en el tramo medio de la cuenca.","-16.4973,-68.0729",Bolivia,4,La Paz,,,,,3918615,FRM,Exact Location
BO0223,"Con el objeto de prever sifonamientos en vías, áreas públicas y propiedades privadas, se realizó la reparación de 69 metros de la solera, 3 colchones hidráulicos, reparación de muros descalzados y la construcción de dos cámaras de inspección, permitiendo el funcionamiento del embovedado y evitando el incremento de erosión hídrica que podría acelerar su desgaste.","-16.5237,-68.1097",Bolivia,4,La Paz,,,,,3920676,STM,Exact Location
BO0223,"El proyecto comprende la construcción de 371 metros lineales de cuneta de hormigón armado, 10 desarenadores de mampostería de piedra bruta y 2 pequeñas obras de captación ubicadas en la parte alta del deslizamiento, evitando que las aguas superficiales escurran por las banquinas generando cárcavas y filtraciones que pudieran provocar desajustes en el sector.","-16.5216,-68.073",Bolivia,4,La Paz,,,,,3918638,FRM,Exact Location
BO0223,"El proyecto comprende la construcción de dos muros transversales de gaviones con un volumen total de 370 m3, con cuya construcción se pretende controlar la erosión de la Quebrada Gavilán y el transporte de material aluvial aguas abajo.","-16.4539,-68.1449",Bolivia,4,La Paz,,,,,3914759,PPL,Exact Location
BO0223,"El proyecto ubicado en la zona de Aranjuez, comprende la continuación del canal existente del Río Alpaco en una longitud de 56 metros lineales, y la construcción de 20 metros de clave de bóveda que contribuyen a estabilizar un derrumbe local en el sector. Este proyecto permite encausar las aguas superficiales y evitar la erosión del lecho y de los márgenes hidráulicos del río, para prevenir derrumbes de los taludes colindantes.","-16.5606,-68.0966",Bolivia,4,La Paz,,,,,3920429,STM,Exact Location
BO0223,"La obra de reparación sirvió de mantenimiento a la canalización del río Huayllani, la cual  presentaba deterioros de consideración, tanto en los muros longitudinales, como en las barreras de fondo y vertederos. El tramo de intervención comprende desde el puente de ingreso a la zona de Huayllani hasta la quebrada F, llegándose a reparar 120 barreras, reponer 2 colchones hidráulicos y a realizar el calzado de 56 metros lineales de muros longitudinales.","-16.5099,-68.0468",Bolivia,4,La Paz,,,,,3918638,FRM,Exact Location
BO0223,"Las obras se ubican en la zona de Pura Pura central, comprende dos ramales del Río Marmolera denominados A y B. Se ha ejecutado una bóveda en la parte  de la intersección de los dos ramales de una longitud aproximada de 20 metros y continua con un canal abierto distribuido en ambos ramales. Este proyecto permite captar y conducir las aguas servidas de las viviendas aledañas del sector.","-16.4786,-68.1526",Bolivia,4,La Paz,,,,,3920188,STM,Exact Location
BO0223,"Se construyeron 5 muros transversales de gaviones para el control del material de arrastre y control de erosión en la Quebrada Lauca, cuyo curso es muy erosivo que arrastra una gran cantidad de material sólido, lo que provoca inundaciones en las viviendas y vías existentes aguas abajo.","-16.5357,-68.027",Bolivia,4,La Paz,,,,,3923932,UPLD,Exact Location
BO0223,"Se realizó el mantenimiento de la canalización del Río Choqueyapu de la ciudad de La Paz, a partir de la calle 16 de Obrajes aguas abajo. Dentro de estos trabajos se realizó la reconstrucción de 12 barreras de fondo y 28 vertederos, se procedió la extracción y sustitución de sillares, vaciado de mamposterías tipo A, B y el calzado de muros laterales.","-16.5308,-68.1006",Bolivia,4,La Paz,,,,,3924557,STM,Exact Location
BO0223,"Se realizó la canalización de 180 m del Río Kaluyo, se construyeron además muros longitudinales de mampostería de piedra bruta, revestidos con piedra cortada, solera móvil con vertederos y barreras de fondo cada 7 metros  lo que permitirá evitar desbordes y brindara seguridad a las viviendas adyacentes","-16.5348,-68.0398",Bolivia,4,La Paz,,,,,3923932,UPLD,Exact Location
BO0223,Se realizó la construcción de un muro de gaviones de 580 metros lineales y cunetas de hormigón armado conectadas a un desarenador para captar las aguas superficiales y conducirlas de manera apropiada al embovedado del Río Kollpajahuira en el sector de las banquinas que contribuirá a la estabilización de la zona Huanu Huanuni que sufrió un deslizamiento el año 2010.,"-16.524,-68.0983",Bolivia,4,La Paz,,,,,3924557,STM,Exact Location
BO0223,"Se realizó la reparación completa de la bóveda del Río Las Lomas, incluyendo el desvió del río en 109 m, excavación de 40 m3 en los cuencos disipadores, demolición de la mampostería dañada, calzado de los muros laterales con mampostería de piedra bruta, reconstrucción de 6 cuencos disipadores revestidos con sillar y mampostería de piedra bruta, reparación de la solera con piedra cortada en 60 m,  emboquillado de los muros laterales en 100 m, pasamanos y peldaños en 54 m.","-16.5153,-68.1449",Bolivia,4,La Paz,,,,,3907583,MT,Exact Location
BO0223,"En el marco del PEAPAC se realizaron talleres para capacitar a 136 profesores y 20 directores de unidades educativas, los mismos que replicarán sus conocimientos a 1907  alumnos, para reducir los desastres ocasionados por actividades antrópicas como la disposición de residuos solidos en los canales y  embovedados, que afectan el sistema de drenaje pluvial de la ciudad de La Paz.","-16.5272,-68.1054",Bolivia,4,La Paz,,,,,3924557,STM,Exact Location
BO0223,"En el marco del PEAPAC se realizaron talleres para capacitar a 144 profesores y 28 directores de unidades educativas, los mismos que replicarán sus conocimientos a 2593  alumnos, para reducir los desastres ocasionados por actividades antrópicas como la disposición de residuos solidos en los canales y  embovedados, que afectan el sistema de drenaje pluvial de la ciudad de La Paz.","-16.4905,-68.1399",Bolivia,4,La Paz,,,,,8349540,CH,Exact Location
BO0223,"En el marco del PEAPAC se realizaron talleres para capacitar a 192 profesores y 31 directores de unidades educativas, los mismos que replicarán sus conocimientos a 2873  alumnos, para reducir los desastres ocasionados por actividades antrópicas como la disposición de residuos solidos en los canales y  embovedados, que afectan el sistema de drenaje pluvial de la ciudad de La Paz.","-16.4969,-68.1442",Bolivia,4,La Paz,,,,,6526637,HTL,Exact Location
BO0223,"En el marco del PEAPAC, se realizaron talleres para capacitar a 171 profesores y 32 directores de unidades educativas, los mismos que replicarán sus conocimientos a 2729  alumnos, para reducir los desastres ocasionados por actividades antrópicas como la disposición de residuos solidos en los canales y  embovedados, que afectan el sistema de drenaje pluvial de la ciudad de La Paz.","-16.5004,-68.1342",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO0223,"En el marco del PEAPAC, se realizaron talleres para capacitar a 218 profesores y 39 directores de unidades educativas, los mismos que replicarán sus conocimientos a 3264  alumnos, para reducir los desastres ocasionados por actividades antrópicas como la disposición de residuos solidos en los canales y  embovedados, que afectan el sistema de drenaje pluvial de la ciudad de La Paz.","-16.5155,-68.1395",Bolivia,4,La Paz,,,,,3909299,STM,Exact Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Exact Location
BR-L1006,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BR-L1016,O propósito do Programa é incrementar a coordenação empresarial e institucional para permitir a adoção de práticas competitivas em empresas dos arranjos produtivos locais do Estado de São Paulo.,"-23.5547,-46.6599",Brazil,27,São Paulo,3550308,São Paulo,,,7280387,HTL,Exact Location
BR-L1018,"Construção do Terminal Rodoviário Urbano em Brazlândia, que contribuiu com o objetivo de melhorar o  fluxo e a  integração viária no Distrito Federal.","-15.6836,-48.1952",Brazil,7,Federal,5300108,Brasília,,,3469049,PPL,Exact Location
BR-L1018,"Intervenção na Estrada Parque Taguatinga-Guará -  EPTG para criação de um corredor exclusivo para transporte público, com objetivo de melhorar a segurança da via,  o fluxo e a integração viária no Distrito Federal.","-15.799,-47.9336",Brazil,7,Federal,5300108,Brasília,,,8470079,PPL,Exact Location
BR-L1018,"Intervenções na infraestrutura viária na Estrada Parque Taguatinga-Guará - EPTG para criação de um corredor exclusivo para transporte público, com o objetivo de melhorar o fluxo e a integração viária no Distrito Federal.","-15.8217,-48.0214",Brazil,7,Federal,5300108,Brasília,,,7281102,HTL,Exact Location
BR-L1018,"Supervisão de obras para implantação de corredor exclusivo para transporte público na Estrada Parque Taguatinga-Guará, EPTG DF085, com objetivo de melhorar o fluxo e a integração viária no Distrito Federal.","-15.8298,-48.0353",Brazil,7,Federal,5300108,Brasília,,,7281102,HTL,Exact Location
